id,jobs,firms,salary,nums0
359,服务器工程师,西安西品网络科技有限公司,0.8-1万/月,1
360,软件咨询顾问,西安点通软件信息技术有限公司,4-6千/月,1
361,软件技术支持工程师,西安点通软件信息技术有限公司,4-6千/月,1
362,Android开发工程师,西安行方思远网络科技有限公司,3-7千/月,2
363,服务器工程师,西安西品网络科技有限公司,0.8-1万/月,1
364,算法工程师,广州亿程交通信息集团有限公司,0.8-1.6万/月,2
365,交通数据分析工程师,西安图道信息科技有限公司,1-1.5万/月,1
366,运维工程师,西安图道信息科技有限公司,3-6千/月,1
367,嵌入式开发高级工程师,西安思菲特信息科技有限公司,0.8-1.2万/月,1
368,大数据开发组长,西安亚购信息科技有限公司,1.5-2万/月,若干
369,IT技术支持,西安亚购信息科技有限公司,3-5千/月,若干
370,运维工程师,西安亚购信息科技有限公司,5-8千/月,若干
371,Java /大数据开发工程师,三盟科技股份有限公司,1.5-2.2万/月,若干
372,日志安全分析师,三门峡崤云信息服务股份有限公司,0.5-1万/月,1
373,中级软件运维人员,三门峡崤云信息服务股份有限公司,0.8-1.5万/月,1
374,中级软件运维人员,三门峡崤云信息服务股份有限公司,4-8千/月,1
375,日志安全分析师,三门峡崤云安全服务有限公司,0.5-1万/月,1
376,高级渗透测试工程师,三门峡崤云安全服务有限公司,0.6-1万/月,2
377,高级云平台运维工程师,三门峡崤云信息服务股份有限公司,0.8-1.5万/月,1
378,中级云平台运维工程师,三门峡崤云信息服务股份有限公司,4-8千/月,1
379,QA/ 软件测试（功能+自动化）,西安活跃网络有限公司,0.9-1.3万/月,若干
380,配置管理员/QA,西安奥卡云数据科技有限公司,1-1.5万/月,5
381,存储产品经理,西安奥卡云数据科技有限公司,1.5-2万/月,5
382,云后端开发工程师,西安奥卡云数据科技有限公司,1.5-2万/月,5
383,云计算产品经理,西安奥卡云数据科技有限公司,2-2.5万/月,5
384,DevOps工程师,西安奥卡云数据科技有限公司,1.5-2万/月,5
385,首席软件工程师,西安奥卡云数据科技有限公司,3-4万/月,5
386,高级存储研发工程师,西安奥卡云数据科技有限公司,3-4万/月,5
387,云计算产品经理,西安奥卡云数据科技有限公司,1.5-2万/月,5
388,配置管理工程师,西安奥卡云数据科技有限公司,0.8-1万/月,1
389,中级web全栈工程师,西安奥卡云数据科技有限公司,1.5-2万/月,10
390,初级web全栈工程师,西安奥卡云数据科技有限公司,0.8-1万/月,20
391,存储产品经理,西安奥卡云数据科技有限公司,2-2.5万/月,5
392,高级质量保障工程师,西安奥卡云数据科技有限公司,2-2.5万/月,5
393,高级质量工程师,西安奥卡云数据科技有限公司,1.5-2万/月,5
394,初级软件质量工程师,西安奥卡云数据科技有限公司,0.8-1万/月,5
395,初级存储研发工程师,西安奥卡云数据科技有限公司,1-1.5万/月,5
396,初级存储研发工程师,西安奥卡云数据科技有限公司,0.8-1万/月,5
397,私有云高级测试工程师,西安奥卡云数据科技有限公司,1-1.5万/月,5
398,高级web全栈工程师,西安奥卡云数据科技有限公司,2.5-3万/月,10
399,高级Web全栈工程师,西安奥卡云数据科技有限公司,2-2.5万/月,5
400,算法工程师,西安海平方网络科技有限公司,1-1.5万/月,1
401,软件测试工程师,深圳市理邦精密仪器股份有限公司,0.7-1万/月,1
402,Web前端开发工程师,陕西巨子生物技术有限公司,0.8-1万/月,6
403,系统运维员,陕西巨子生物技术有限公司,0.6-1.5万/月,1
404,高级系统工程师,西安国际医学中心有限公司,0.7-1.2万/月,1
405,Web前端开发工程师,西安卓睿信息技术有限公司,4.5-6千/月,6
406,A311-1WE前端开发,西安卓睿信息技术有限公司,4.5-6千/月,5
407,软件测试工程师（高级）,西安图迹信息科技有限公司,0.8-1万/月,1
408,三维重建算法工程师,西安华创人力资源管理咨询有限公司,2.5-3万/月,5
409,大数据运维工程师,西安华创人力资源管理咨询有限公司,1.5-2.7万/月,若干
410,Software engineer,苏州联讯仪器有限公司,0.6-1万/月,2
411,深度学习算法研发工程师,维视科技（西安）有限公司,1.5-3万/月,5
412,高级数据库工程师,维视科技（西安）有限公司,1.2-1.8万/月,1
413,资深深度学习算法工程师,维视科技（西安）有限公司,2.5-4万/月,2
414,软件测试工程师,维视科技（西安）有限公司,0.5-1万/月,2
415,java中级软件工程师,北京军地联合信息技术研究发展中心（有限合伙）,1-1.5万/月,15
416,java高级软件工程师(职位编号：01),北京军地联合信息技术研究发展中心（有限合伙）,0.8-1万/月,5
417,云计算虚拟化开发工程师,大唐移动通信设备有限公司西安分公司,1-1.5万/月,5
418,电信云5G数据存储工程师,大唐移动通信设备有限公司西安分公司,0.8-1.3万/月,2
419,Web开发工程师（派遣）-西安,大唐移动通信设备有限公司西安分公司,0.7-1万/月,3
420,软件测试工程师,西安三星电子研究有限公司,0.8-1.5万/月,若干
421,Web前端开发工程师中级,西安亿阳信通软件科技发展有限公司,0.9-1.5万/月,2
422,高级运维工程师,西安缤纷鸟少儿美术培训中心,0.5-1万/月,1
423,Project Lead,西安思科特软件有限公司,1-2万/月,1
424,急聘Bigdata Machine learning engineer,西安思科特软件有限公司,1-2万/月,1
425,Data science engineer,西安思科特软件有限公司,1-5万/月,1
426,Senior Data Scientist / Machine Engineer,西安思科特软件有限公司,1-5万/月,1
427,急聘Big Data Lead Engineer,西安思科特软件有限公司,2.5-3万/月,1
428,C++开发工程师,杭州世平信息科技有限公司,0.7-1.4万/月,1
429,大数据开发工程师,杭州世平信息科技有限公司,0.8-1.5万/月,3
430,大数据开发工程师-西安,北京小鱼易连科技有限公司,1-2万/月,1
431,大数据平台运维工程师,西安因联信息科技有限公司,0.8-1.5万/月,1
432,运维工程师,陕西星邑空间技术有限公司,1-1.5万/月,2
433,Javascript讲师,上海傲梦网络科技有限公司,6-8千/月,50
434,在线编程老师,上海傲梦网络科技有限公司,6-8千/月,60
435,C语言老师,上海傲梦网络科技有限公司,6-8千/月,50
436,测试工程师,南京烽火星空通信发展有限公司,6-8千/月,若干
437,Linux c开发工程师,江苏润和软件股份有限公司,1-1.5万/月,1
438,数据工程师（19届校招）,西安新路网络科技有限公司,7.5-9千/月,2
439,IT培训讲师（Linux）,北京中公教育科技股份有限公司,0.6-1.2万/月,15
440,Java开发工程师,西安橡树软件有限公司,6-8千/月,5
441,初级存储研发工程师,次元境界科技（北京）有限公司,10-15万/年,2
442,大数据开关工程师,深圳市讯方技术股份有限公司,1-1.5万/月,3
443,软件测试工程师,西安大医集团有限公司,0.8-1.5万/月,2
444,（某500强知名企业）三维重建算法工程师,西安瀚特人力资源有限公司,2-2.5万/月,若干
445,（某500强知名企业）Devops架构师,西安瀚特人力资源有限公司,2.5-3万/月,若干
446,（某500强知名企业）大数据开发工程师,西安瀚特人力资源有限公司,1.5-2万/月,若干
447,（某500强知名企业）云业务架构师,西安瀚特人力资源有限公司,1.5-2万/月,若干
448,（某500强知名企业）大数据运维工程师,西安瀚特人力资源有限公司,1-1.5万/月,若干
449,（某500强知名企业）Docker高级开发工程师,西安瀚特人力资源有限公司,1-1.5万/月,若干
450,（某500强知名企业）软件配置管理SCM,西安瀚特人力资源有限公司,1-1.5万/月,若干
451,实习云安全研究员(西安）(J11526),绿盟科技,200元/天,若干
452,云安全研究员(J11525),绿盟科技,1.3-2万/月,若干
453,测试实习生（西安）(J10062),绿盟科技,2-3千/月,若干
454,资深软件研发工程师（西安）(职位编号：ZY),绿盟科技,1-1.5万/月,若干
455,System test engineer软件测试工程师,KaiOS凯系通讯科技,6-9千/月,10
456,服务器安全工程师,小马股份有限公司西安分公司,0.5-2.5万/月,若干
457,服务器运维工程师,小马股份有限公司西安分公司,0.5-2.5万/月,若干
458,�I�I�I 服务器运维工程师 �I�I�I,小马股份有限公司西安分公司,0.5-2.5万/月,若干
459,�I�I 跨界 人事主管/招聘专员,小马股份有限公司西安分公司,0.5-2.5万/月,若干
460,�I�I 跨界 人事主管/招聘专员,小马股份有限公司西安分公司,0.5-2.5万/月,若干
461,�I�I 跨界 人事主管/招聘专员,小马股份有限公司西安分公司,0.5-2.5万/月,若干
462,跨界 人事主管/招聘专员,小马股份有限公司西安分公司,0.5-2.5万/月,若干
463,�I�I 跨界 人事主管/招聘专员,小马股份有限公司西安分公司,0.5-2.5万/月,若干
464,�I�I 跨界 人事主管/招聘专员,小马股份有限公司西安分公司,0.5-2.5万/月,若干
465,�I�I 跨界 人事主管/招聘专员,小马股份有限公司西安分公司,0.5-2.5万/月,若干
466,�I�I�I 服务器安全工程师 �I�I�I,小马股份有限公司西安分公司,0.5-2.5万/月,若干
467,嵌入式初级开发工程师（C语言）,深圳市德卡科技股份有限公司,4-6千/月,4
468,Linux高级软件工程师,深圳市德卡科技股份有限公司,1-1.5万/月,1
469,Linux中级软件工程师,深圳市德卡科技股份有限公司,0.6-1万/月,4
470,MES应用软件开发工程师,和利时集团--西安和利时,0.9-1.5万/月,1
471,后台网站工程师,瑞斯康达科技发展股份有限公司,6-8千/月,1
472,软件测试工程师,瑞斯康达科技发展股份有限公司,6-8千/月,2
473,PostgreSQL DBA（五险一金+双休）,深圳市坐标软件开发有限公司,1-1.5万/月,1
474,性能测试工程师,西安恒谦教育科技股份有限公司,4.5-6千/月,1
475,java开发（人工智能大数据方向）接受0基础,陕西养正文化发展有限公司,3-4.5千/月,5
476,Hadoop开发工程师,西安盈谷网络科技有限公司,0.7-1.4万/月,若干
477,DBA 数据库工程师,西安盈谷网络科技有限公司,0.7-1.4万/月,若干
478,数据挖掘工程师,西安盈谷网络科技有限公司,0.7-1.4万/月,2
479,深度学习工程师,西安盈谷网络科技有限公司,0.6-1.2万/月,若干
480,图像算法工程师,西安盈谷网络科技有限公司,0.6-1.2万/月,若干
481,java+人工智能实习生（接受0基础）,陕西养正文化发展有限公司,6-8千/月,9
482,大数据开发实习生,陕西养正文化发展有限公司,4.5-6千/月,5
483,Java开发工程师(武汉）,陕西九鼎通信技术有限公司,0.8-1.6万/月,1
484,JavaWeb工程师,陕西维纳传媒股份有限公司,0.8-1.5万/月,4
485,高级PHP工程师,陕西维纳传媒股份有限公司,0.8-1.5万/月,4
486,高级nodeJs工程师,陕西维纳传媒股份有限公司,0.8-1.5万/月,4
487,Web前端工程师,陕西维纳传媒股份有限公司,0.6-1万/月,2
488,数据抓取工程师,东华软件股份公司,0.8-1.6万/月,若干
489,大数据开发工程师,东华软件股份公司,0.8-1.4万/月,若干
490,Java开发工程师,东华软件股份公司,0.8-1.4万/月,若干
491,Java开发工程师,东华软件股份公司,0.8-1.4万/月,若干
492,数据抓取工程师,东华软件股份公司,0.8-1.6万/月,若干
493,软件测试工程师,西安海平方网络科技有限公司,0.8-1万/月,2
494,Openstack运维实施工程师,上海思华科技股份有限公司,0.6-1万/月,2
495,云计算现场实施工程师,上海思华科技股份有限公司,0.6-1.2万/月,1
496,存储工程师,上海凯翔信息科技有限公司,1-1.5万/月,1
497,监控运维开发工程师,上海思华科技股份有限公司,1.5-2万/月,1
498,SDN开发工程师,上海思华科技股份有限公司,1-1.5万/月,1
499,产品经理,上海思华科技股份有限公司,1-2万/月,1
500,Docker开发工程师,上海思华科技股份有限公司,1-1.5万/月,2
501,测试工程师,上海思华科技股份有限公司,0.8-1.2万/月,2
502,大数据工程师（平台方向）,陕西晟运通科技有限公司,1.5-2.5万/月,2
503,大数据工程师（业务方向）,陕西晟运通科技有限公司,1.5-2.5万/月,2
504,高级PHP开发工程师,陕西晟运通科技有限公司,1.5-2.5万/月,2
505,高级算法工程师,北京中航讯科技股份有限公司,2-3万/月,1
506,系统架构设计师,北京中航讯科技股份有限公司,2.5-3万/月,若干
507,大数据开发工程师（战略）,北京超图软件股份有限公司,1-1.5万/月,3
508,TPCE-Test Engineer(Module),美光半导体（西安）有限责任公司,1-1.5万/月,3
509,自动化测试组长Automation Test Leader,西安泰为软件有限公司,1.5-2万/月,1
510,高级系统运维工程师,中科金审（北京）科技有限公司,0.7-1.2万/月,2
511,SAAS产品经理,西安因联信息科技有限公司,1.5-2.5万/月,1
512,平台运维工程师,西安因联信息科技有限公司,0.7-1.2万/月,1
513,自动化测试工程师,西安翼展电子科技有限公司,0.6-1.2万/月,1
514,大数据开发工程师(职位编号：1),厦门市美亚柏科信息股份有限公司,0.7-1.5万/月,5
515,深度学习算法工程师(职位编号：novatek000574),联咏电子科技（西安）有限公司,1-2万/月,若干
516,算法工程师（机器学习方向）,紫光陕数大数据有限公司,1-1.5万/月,2
517,算法工程师（数据清洗方向）,紫光陕数大数据有限公司,0.8-1.2万/月,2
518,软件测试助理工程师（西安）,深圳市有方科技股份有限公司,6-8千/月,若干
519,高级软件测试工程师（西安）,深圳市有方科技股份有限公司,0.8-1.2万/月,2
520,软件测试工程师（西安）,深圳市有方科技股份有限公司,0.8-1.2万/月,3
521,软件测试工程师,三星数据系统（西安）有限公司,0.7-1万/月,2
522,大数据开发工程师,西安九索数据技术股份有限公司,0.6-1.2万/月,4
523,C/C++开发工程师,西安栎安科技有限公司,0.5-1.5万/月,3
524,系统集成测试工程师,西安兴汇电力科技有限公司,0.6-1.5万/月,若干
525,软件测试工程师,陕西九鼎通信技术有限公司,0.6-1万/月,2
526,软件测试工程师,深圳市广和通无线股份有限公司,0.7-1.4万/月,1
527,软件测试工程师（通信传输设备）(职位编号：Fiberhome002056),烽火通信科技股份有限公司,15-20万/年,若干
528,WEB测试工程师,上海数果科技有限公司,0.5-1万/月,若干
529,中级软件工程师(职位编号：FC-S-M.A),江苏锐天信息科技有限公司西安分公司,0.8-1.2万/月,3
530,C++中级软件工程师,江苏锐天信息科技有限公司西安分公司,0.8-1.1万/月,3
531,高级软件工程师(职位编号：FC-S-H.A),江苏锐天信息科技有限公司西安分公司,1.2-1.6万/月,1
532,嵌入式软件工程师,西安华信智慧数字科技有限公司,0.8-1.6万/月,10
533,区块链开发工程师,西安华信智慧数字科技有限公司,1-2万/月,2
534,软件测试工程师,郑州信大捷安信息技术股份有限公司,4-8千/月,8
535,Web前端设计师,陕西九鼎通信技术有限公司,0.8-1万/月,5
536,结构仿真咨询专家--西安,安世亚太科技股份有限公司,0.8-1.5万/月,若干
537,云方向业务部门_大数据高级工程师,北京思特奇信息技术股份有限公司陕西分公司,1-1.5万/月,若干
538,云方向业务部门_大数据工程师,北京思特奇信息技术股份有限公司陕西分公司,0.6-1万/月,若干
539,软件测试工程师,西安北科维拓科技有限公司,7-8千/月,1
540,IoT 系统集成工程师,Thoughtworks,1.5-2.5万/月,若干
541,IoT 平台架构师,Thoughtworks,3-5万/月,若干
542,Mobile开发工程师（iOS、Android）,Thoughtworks,1-2万/月,若干
543,高级运维开发工程师 -Sr DevOps,Thoughtworks,1.3-2.6万/月,若干
544,Senior Verification Engineer/高级芯片验证工程师,顺卓微电子（西安）有限公司,2-3万/月,1
545,算法工程师,西安思菲特信息科技有限公司,0.8-1.5万/月,若干
546,实习生―深度学习方向,杭州英歌智达科技有限公司,2.5-5千/月,3
547,算法工程师-监控方案,赞同科技股份有限公司,1.5-2万/月,2
548,大数据工程师-监控方案(职位编号：A004-6),赞同科技股份有限公司,1.5-2.3万/月,2
549,金融云服务工程师-A05(职位编号：A05),赞同科技股份有限公司,6-8千/月,6
550,大数据开发工程师,中国电信集团系统集成有限责任公司西安区域中心,0.6-1万/月,5
551,大数据算法工程师,深圳市易流科技股份有限公司,1.5-2.5万/月,1
552,软件测试工程师,中软国际科技服务有限公司,0.8-1万/月,1
553,算法高级工程师,蜀海（北京）供应链管理有限责任公司,1-2万/月,1
554,AI高级工程师,蜀海（北京）供应链管理有限责任公司,1-2万/月,1
555,高级运维工程师,北京北信源软件股份有限公司,1-1.4万/月,1
556,测试工程师,西安魔盾电气工程自动化研究所有限公司,4-6.5千/月,2
557,Unity3D开发工程师,西安灵境科技有限公司,0.6-1.2万/月,5
558,数据工程师,华扬联众数字技术股份有限公司,1-2万/月,若干
559,大数据分析实习生,上海阅维信息科技有限公司,3-4.5千/月,3
560,网络协议解析工程师,上海阅维信息科技有限公司,1-1.5万/月,5
561,Web开发工程师（西安）(职位编号：ZY),绿盟科技,0.8-1.5万/月,若干
562,高级软件工程师,西安鼎力信息技术有限责任公司,0.7-1万/月,2
563,00079-软件测试工程师,上海京颐科技股份有限公司,0.6-1万/月,4
564,数据库管理员,上海京颐科技股份有限公司,0.8-1.5万/月,若干
565,运维工程师,上海京颐科技股份有限公司,0.6-1万/月,3
566,云平台技术支持工程师,研华（中国）有限公司,6-8千/月,2
567,中级测试工程师（总账数据方向）,北京华软金科信息技术有限公司,0.8-1万/月,2
568,自动化测试工程师,北京华软金科信息技术有限公司,0.8-1万/月,2
569,Java开发工程师,北京华软金科信息技术有限公司,0.8-1万/月,2
570,Java高级开发工程师,北京华软金科信息技术有限公司,1-1.5万/月,2
571,中级测试工程师,北京华软金科信息技术有限公司,0.8-1万/月,1
572,大数据开发工程师,万达信息股份有限公司,1.5-2万/月,若干
573,高级软件工程师,山东雷诚电子科技有限公司西安研发中心,0.7-1.2万/月,2
574,识别软件工程师,山东雷诚电子科技有限公司西安研发中心,1-1.5万/月,2
575,识别算法工程师,山东雷诚电子科技有限公司西安研发中心,0.7-1.2万/月,2
576,应用软件工程师,山东雷诚电子科技有限公司西安研发中心,0.7-1.2万/月,2
577,大数据仓库架构师（西安）,杭州数云信息技术有限公司,1.8-3万/月,3
578,安全服务顾问（西安）(J11493),绿盟科技,0.8-1.5万/月,若干
579,项目经理,上海云首信息科技有限公司,1.5-2.5万/月,1
580,DevOps,上海云首信息科技有限公司,1.2-1.6万/月,2
581,web高级开发工程师,陕西九鼎通信技术有限公司,1-1.6万/月,3
582,大数据算法工程师,西安易流物联科技有限公司,1-2万/月,1
583,大数据开发工程师,西安易流物联科技有限公司,1-2万/月,2
584,DBA(001894)(职位编号：netposa001894),东方网力科技股份有限公司,1-1.5万/月,若干
585,大数据开发工程师(000669)(职位编号：netposa001892),东方网力科技股份有限公司,1-1.8万/月,若干
586,Linux运维开发工程师,大连华信计算机技术股份有限公司,0.8-1.6万/月,6
587,大数据开发工程师,陕西运�Z网络科技有限公司,1.5-2万/月,3
588,中级算法工程师,北京华洋宏软件开发有限责任公司,1-2万/月,2
589,算法工程师,北京华洋宏软件开发有限责任公司,1-2万/月,1
590,大数据分析开发工程师（基础开发服务部）,深圳优克云联科技有限公司,1.5-2万/月,若干
591,AI开发工程师（应届研究生）,上海指旺信息科技有限公司西安分公司,0.8-1万/月,5
592,AI开发工程师,上海指旺信息科技有限公司西安分公司,0.8-1.5万/月,5
593,大数据与人工智能工程师,上海指旺信息科技有限公司西安分公司,0.8-2万/月,2
594,自动化测试工程师,上海指旺信息科技有限公司西安分公司,0.8-1.5万/月,3
595,嵌入式系统工程师（高级）,西安中科创星科技孵化器有限公司,1.5-2.5万/月,1
596,嵌入式系统工程师（初级）,西安中科创星科技孵化器有限公司,0.8-1.2万/月,1
597,高级软件测试工程师（西安）,杭州数云信息技术有限公司,1-1.5万/月,1
598,图像算法工程师,上海艾飞能源科技有限公司,0.8-1.5万/月,2
599,渲染师,西咸新区秦汉新城新丝路数字文化科技有限公司,4-7千/月,1
600,Java开发工程师,西咸新区秦汉新城新丝路数字文化科技有限公司,1-1.8万/月,1
601,C++开发工程师,西咸新区秦汉新城新丝路数字文化科技有限公司,1-1.8万/月,1
602,开发工程师,西咸新区秦汉新城新丝路数字文化科技有限公司,1.5-2万/月,1
603,测试工程师(测试中心)(职位编号：uniview001201),浙江宇视科技有限公司,0.6-1.2万/月,18
604,软件测试工程师(算法类)(职位编号：uniview001197),浙江宇视科技有限公司,0.6-1万/月,30
605,芯片性能优化工程师(算法类)(职位编号：uniview001194),浙江宇视科技有限公司,0.8-1.2万/月,10
606,AI算法开发工程师(算法类)(职位编号：uniview001193),浙江宇视科技有限公司,0.8-1.2万/月,20
607,软件测试工程师(智能交通)(职位编号：uniview001210),浙江宇视科技有限公司,0.5-1.2万/月,8
608,软件测试工程师(测试中心)(职位编号：uniview001200),浙江宇视科技有限公司,0.6-1.2万/月,15
609,集群系统开发运维工程师(算法类)(职位编号：uniview001364),浙江宇视科技有限公司,0.8-1.5万/月,若干
610,自动化开发与测试(测试中心)(职位编号：uniview001299),浙江宇视科技有限公司,0.5-1万/月,若干
611,软件测试工程师(海外与分销)(职位编号：uniview000960),浙江宇视科技有限公司,0.6-1.2万/月,若干
612,软件测试工程师(通用IPC)(职位编号：uniview001190),浙江宇视科技有限公司,0.8-1万/月,8
613,软件测试工程师(前端类A)(职位编号：uniview000876),浙江宇视科技有限公司,0.6-1万/月,若干
614,C/C++讲师/培训师/老师 高薪,西安云间信息科技有限公司,1-1.5万/月,1
615,大数据开发工程师,东方网力科技股份有限公司,1.3-1.8万/月,3
616,5G工程生产力高级工程师,中兴通讯股份有限公司,1-1.5万/月,5
617,软件测试工程师,西安笃定信息技术有限公司,3.5-8千/月,10
618,5G调度器高级软件测试工程师,中兴通讯股份有限公司,1-1.5万/月,2
619,后台开发工程师(职位编号：zy),绿盟科技,1-1.5万/月,若干
620,数据清洗工程师,西安润基投资控股有限公司,6-8千/月,2
621,数据工程师（LT13whx）,北京东方国信科技股份有限公司,6-8千/月,2
622,高级测试工程师,销售易,1.5-2万/月,1
623,测试工程师,销售易,1-1.5万/月,1
624,后台测试工程师,广州小鹏汽车科技有限公司,1-2万/月,2
625,Java后台工程师,广州小鹏汽车科技有限公司,1-2万/月,1
626,DevOps架构师,西安华信智慧数字科技有限公司,1.5-2.5万/月,2
627,DevOps开发运维工程师,西安华信智慧数字科技有限公司,1-1.5万/月,2
628,Java开发工程师――PaaS平台,西安华信智慧数字科技有限公司,1-1.5万/月,2
629,软件开发（GA-T-20180514-002W）,太极计算机股份有限公司,5-9千/月,若干
630,自动化测试工程师,北京军地联合信息技术研究发展中心（有限合伙）,6-8千/月,2
631,Python开发实习生（西安）(职位编号：ZY),绿盟科技,130元/天,若干
632,Python测试实习生（西安）-NTI(职位编号：zy),绿盟科技,2-4千/月,1
633,大数据开发工程师-应届生,西安因联信息科技有限公司,4-7千/月,2
634,Android开发工程师,西安行方思远网络科技有限公司,1.5-2.5千/月,2
635,前端工程师实习生（西安）(职位编号：ZY),绿盟科技,2-3千/月,若干
636,资深数据分析师,深圳力维智联技术有限公司,2.5-5万/年,1
