"id";"jobs";"firms";"salary";"nums0"
3547;"运维工程师";"深圳市华云中盛科技有限公司";"1.4-2.8万/月";"若干"
3548;"运维工程师";"北京昶逸咨询有限公司";"15-30万/年";"若干"
3549;"腾讯云交付运维工程师";"深圳市华云中盛科技有限公司";"1-2万/月";"3"
3550;"运维工程师";"广州远信软件科技有限公司";"5-7.5千/月";"若干"
3551;"中级/高级运维工程师";"广州远信软件科技有限公司";"0.7-1.2万/月";"若干"
3552;"实施/运维经理";"广州远信软件科技有限公司";"0.7-1.2万/月";"2"
3553;"应用运维高级工程师";"顺丰科技有限公司";"2-4万/月";"1"
3554;"IT应用运维工程师-国际支持组";"顺丰科技有限公司";"1.2-2.5万/月";"若干"
3555;"应用运维工程师";"顺丰科技有限公司";"1.5-3万/月";"1"
3556;"运维工程师（深圳）";"中国软件与技术服务股份有限公司";"0.6-1.1万/月";"若干"
3557;"网络技术运维";"深圳市金证科技股份有限公司";"1-1.5万/月";"3"
3558;"运维工程师";"深圳市金证科技股份有限公司";"0.8-1.5万/月";"1"
3559;"桌面运维工程师";"深圳市海平网络科技有限公司";"0.6-1万/月";"1"
3560;"CDH运维工程师";"北京海量数据技术股份有限公司";"1-2万/月";"3"
3561;"大数据运维工程师（Hadoop）";"北京海量数据技术股份有限公司";"1-1.5万/月";"1"
3562;"IT运维";"深圳卓正医疗投资咨询有限公司";"7-9千/月";"若干"
3563;"高级运维工程师（深圳）";"中软国际科技服务有限公司";"1-1.5万/月";"4"
3564;"高级运维工程师";"深圳市随手科技有限公司";"2.5-3.5万/月";"1"
3565;"IT运维";"神州信息";"6-8千/月";"2"
3566;"运维工程师";"大连东软思维科技发展有限公司";"0.8-1.2万/月";"2"
3567;"运维工程师";"深圳乘讯网络科技有限公司";"2-4万/月";"1"
3568;"运维工程师";"深圳乘讯网络科技有限公司";"2-4万/月";"1"
3569;"自动化运维开发工程师";"深圳市捷顺科技实业股份有限公司";"1.5-3万/月";"若干"
3570;"远程运维工程师";"深圳市捷顺科技实业股份有限公司";"0.8-1万/月";"2"
3571;"系统运维工程师";"深圳市捷顺科技实业股份有限公司";"1-2万/月";"若干"
3572;"运维工程师";"深圳市捷顺科技实业股份有限公司";"5-8千/月";"1"
3573;"桌面运维工程师";"深圳市捷顺科技实业股份有限公司";"6-8千/月";"1"
3574;"桌面运维工程师（深圳）";"阳光雨露信息技术服务（北京）有限公司";"4-6千/月";"1"
3575;"Linux运维工程师";"深圳鼎峰网络科技有限公司";"6-8千/月";"2"
3576;"IDC运维工程师";"深圳鼎峰网络科技有限公司";"0.8-1.5万/月";"2"
3577;"大数据运维工程师";"深圳市华云中盛科技有限公司";"1.5-3万/月";"若干"
3578;"运维工程师";"深圳市星火电子工程公司";"3-4.5千/月";"1"
3579;"新-系统运维高级工程师(职位编号：crv004267)";"华润万家有限公司";"1-1.5万/月";"1"
3580;"运维工程师助理";"OPPO";"0.6-1万/月";"1"
3581;"运维工程师助理";"OPPO";"6-8千/月";"3"
3582;"业务运维工程师";"OPPO";"1.5-3万/月";"2"
3583;"IDC运维工程师（IT/机房/数据中心运维/系统运维）";"迦达高级时装有限公司";"15-40万/年";"若干"
3584;"桌面运维驻场主管";"阳光雨露信息技术服务（北京）有限公司深圳服务部";"6-8千/月";"2"
3585;"系统运维工程师/WINDOWS运维工程师";"深圳市飞尔跃科技发展有限公司";"6-8千/月";"2"
3586;"运维开发工程师";"深圳开黑科技有限公司";"2-3万/月";"2"
3587;"桌面运维工程师";"深圳茂业商厦有限公司";"4-6千/月";"1"
3588;"IT运维工程师";"阳光雨露信息技术服务（北京）有限公司深圳服务部";"5-6千/月";"1"
3589;"高级运维工程师";"深圳聚领威锋科技股份有限公司";"1.2-1.8万/月";"1"
3590;"网络运维工程师";"深圳市海辉联创科技有限公司";"0.8-1万/月";"4"
3591;"IT运维工程师";"深圳市兴海物联科技有限公司";"1-1.5万/月";"1"
3592;"运维服务工程师";"深圳市海普瑞药业集团股份有限公司";"0.8-1万/月";"若干"
3593;"运维工程师(职位编号：kexin000483)";"深圳市科信通信技术股份有限公司";"0.6-1万/月";"1"
3594;"桌面运维工程师";"深圳市三度空间有限责任公司";"0.7-1万/月";"1"
3595;"运维主管";"润民（中国）控股有限公司";"0.8-1万/月";"1"
3596;"运维工程师";"上海星融财富投资顾问股份有限公司";"0.8-1.5万/月";"1"
3597;"linux系统运维(IBM)";"同方鼎欣科技股份有限公司";"7-9千/月";"若干"
3598;"高级运维工程师";"比亚迪汽车工业有限公司";"1.5-2万/月";"1"
3599;"运维工程师";"深圳市硕捷实业有限公司";"4.5-6千/月";"1"
3600;"IT运维工程师（偏桌面）";"阳光雨露信息技术服务（北京）有限公司";"6-8千/月";"1"
3601;"vts运维人员";"深圳市沃星实业有限公司";"4-8千/月";"1"
3602;"运维工程师";"深圳市裕同包装科技股份有限公司";"0.7-1.2万/月";"1"
3603;"网站运维工程师";"深圳市东迅通电子科技有限公司";"5-8千/月";"1"
3604;"业务运维工程师（python）";"深圳市耀京科技有限公司";"0.9-1.4万/月";"2"
3605;"运维工程师";"霸才（深圳）�稻菘萍加邢薰�司";"6-8千/月";"10"
3606;"IT技术运维师（可接受应届毕业生）";"深圳市联深科技发展有限公司";"4.5-6千/月";"5"
3607;"运维开发";"中软国际科技服务有限公司";"0.9-1.1万/月";"1"
3608;"网络运维工程师";"上海雅仕维广告有限公司";"6-8千/月";"1"
3609;"自动化运维工程师-深圳-01406";"武汉佰钧成技术有限责任公司";"1.5-2.2万/月";"2"
3610;"售前运维工程师";"深圳九河互联信息技术有限公司";"4.5-6千/月";"3"
3611;"网络工程师/运维工程师";"深圳市鑫惠联科技有限公司";"6-8千/月";"若干"
3612;"运维开发工程师";"深圳易思网络技术有限公司";"20-30万/年";"1"
3613;"运维工程师";"上海华腾软件系统有限公司";"1-1.5万/月";"1"
3614;"系统运维工程师";"华大基因";"1-1.5万/月";"1"
3615;"财务系统运维专员/主管/经理";"华大基因";"1-1.5万/月";"2"
3616;"系统运维工程师";"明纳信息技术深圳有限公司";"6.5-8.5千/月";"若干"
3617;"运维项目总监";"深圳市新路程人力资源有限公司";"10-15万/年";"若干"
3618;"大区运维副总监";"深圳市新路程人力资源有限公司";"10-15万/年";"若干"
3619;"运维工程师（应届生）";"神通征信有限公司";"4.5-6千/月";"1"
3620;"SL贝壳（互联网）/IT运维专员/5-8K";"深圳贝壳闹海房地产经纪有限公司";"5-8千/月";"1"
3621;"SL贝壳大平台/IT运维/技术工程师";"深圳贝壳闹海房地产经纪有限公司";"5-8千/月";"1"
3622;"SL双休/5-8K/IT运维专员/贝壳大平台";"深圳贝壳闹海房地产经纪有限公司";"5-8千/月";"1"
3623;"SL贝壳找房/IT运维专员/15薪";"深圳贝壳闹海房地产经纪有限公司";"5-8千/月";"1"
3624;"SL就差一个你，来吧，IT运维";"深圳贝壳闹海房地产经纪有限公司";"5-8千/月";"1"
3625;"运维工程师";"深圳丹晴科技有限公司";"1.5-2.5万/月";"1"
3626;"资深运维工程师(职位编号：zhaolian000844)";"招联消费金融有限公司";"40-50万/年";"1"
3627;"运维工程师（保障部）(职位编号：ZH1103)";"深圳市星火电子工程公司";"4-7千/月";"2"
3628;"初级运维工程师";"深圳前海小鸟云计算有限公司";"6-8千/月";"3"
3629;"研发运维工程师";"深圳前海小鸟云计算有限公司";"0.8-1.5万/月";"2"
3630;"运维开发工程师";"深圳市和讯华谷信息技术有限公司";"1.2-2.4万/月";"若干"
3631;"系统运维工程师";"深圳市和讯华谷信息技术有限公司";"1.5-3万/月";"若干"
3632;"运维工程师";"霸才（深圳）�稻菘萍加邢薰�司";"6-8千/月";"10"
3633;"高级运维工程师";"中软国际科技服务有限公司";"2-2.5万/月";"1"
3634;"运维工程师";"霸才（深圳）�稻菘萍加邢薰�司";"6-8千/月";"10"
3635;"运维工程师";"深圳新河通创科技有限公司";"1-1.5万/月";"2"
3636;"运维工程师";"霸才（深圳）�稻菘萍加邢薰�司";"6-8千/月";"10"
3637;"Windows运维工程师";"深圳市柔宇科技有限公司";"1.5-2.5万/月";"1"
3638;"运维工程师";"霸才（深圳）�稻菘萍加邢薰�司";"6-8千/月";"10"
3639;"高级运维经理";"360金融";"2-4万/月";"1"
3640;"教育云运维工程师- Docker";"中软国际科技服务有限公司";"7-9千/月";"1"
3641;"运维工程师";"中软国际科技服务有限公司";"0.8-1万/月";"2"
3642;"网站运维工程师";"深圳市前海金富源企业管理咨询有限公司";"5-8千/月";"2"
3643;"运维主管";"深圳市大牛创业投资有限公司";"1-2万/月";"1"
3644;"IT系统运维开发工程师";"北京东方龙马软件发展有限公司";"1-1.8万/月";"1"
3645;"系统运维工程师（云方向）";"北京东方龙马软件发展有限公司";"1-1.8万/月";"1"
3646;"运维工程师";"同方鼎欣科技股份有限公司";"0.8-1万/月";"若干"
3647;"运维工程师";"深圳市俯天网络科技有限公司";"1.5-2.5万/月";"1"
3648;"运维工程师";"上海微创软件股份有限公司深圳分公司";"1.2-1.8万/月";"5"
3649;"运维工程师";"深圳市优富商务服务有限公司";"6-8千/月";"1"
3650;"运维研发负责人-小组";"顺丰科技有限公司";"2.5-3.5万/月";"1"
3651;"大数据运维工程师";"顺丰科技有限公司";"1-2万/月";"若干"
3652;"IT运维开发工程师";"顺丰科技有限公司";"1.5-3万/月";"1"
3653;"互联网产品运维工程师";"顺丰科技有限公司";"1.5-3万/月";"若干"
3654;"运维开发工程师";"顺丰科技有限公司";"1.5-3万/月";"若干"
3655;"运维工程师";"顺丰科技有限公司";"1.5-3万/月";"若干"
3656;"运维规划高级工程师";"顺丰科技有限公司";"1.5-3万/月";"2"
3657;"运维工程师(丰速科技)";"顺丰科技有限公司";"0.5-1万/月";"若干"
3658;"高级运维工程师";"深圳市凯欧链科技有限公司";"0.8-2万/月";"1"
3659;"主机运维工程师";"星美控股集团有限公司";"1.2-1.6万/月";"1"
3660;"运维工程师（福利好待遇优）";"深圳市蛋蛋猫电子商务有限公司";"0.8-1万/月";"1"
3661;"运维工程师";"云智汇（深圳）高新科技服务有限公司";"5-9千/月";"3"
3662;"IT运维实习生";"阳光雨露信息技术服务（北京）有限公司深圳服务部";"3-4.5千/月";"10"
3663;"金融科技部系统运维岗(职位编号：easec000330)";"东亚前海证券有限责任公司";"2-2.5万/月";"若干"
3664;"运维工程师（系统服务方向）";"北京华宇信息技术有限公司";"4.5-6千/月";"15"
3665;"高级运维工程师";"深圳市远行科技股份有限公司";"0.7-1.6万/月";"2"
3666;"运维工程师";"深圳迅策科技有限公司";"1.5-3万/月";"1"
3667;"IT 数据运维";"深圳市翠绿金业有限公司";"4-7千/月";"1"
3668;"系统运维工程师";"深圳市新国都技术股份有限公司";"0.7-1.4万/月";"1"
3669;"ERP系统运维工程师";"天津甄品网络科技有限公司";"0.8-1万/月";"1"
3670;"运维工程师";"霸才（深圳）�稻菘萍加邢薰�司";"6-8千/月";"10"
3671;"线下系统运维工程师 （windows和exchange 方向）";"深圳市泽宝电子商务股份有限公司";"1.3-2万/月";"1"
3672;"系统运维工程师";"霸才（深圳）�稻菘萍加邢薰�司";"6.5-9千/月";"3"
3673;"运维工程师";"深圳市商汤科技有限公司";"1-2万/月";"1"
3674;"运维工程师";"霸才（深圳）�稻菘萍加邢薰�司";"6-8千/月";"10"
3675;"运维工程师";"深圳市微付充科技有限公司";"1-1.5万/月";"1"
3676;"机房运维";"深圳市鼎驰科技发展有限公司";"5-6千/月";"2"
3677;"运维工程师";"深圳市迈航信息技术有限公司";"6-8千/月";"4"
3678;"急招政府驻点视频会议服务外包运维工程师";"深圳市迈航信息技术有限公司";"0.8-1万/月";"10"
3679;"高级运维工程师";"区块链（深圳）研究开发中心（普通合伙）";"1.5-2万/月";"1"
3680;"运维开发";"上海携银信息科技有限公司";"1-1.8万/月";"若干"
3681;"运维开发工程师";"上海携银信息科技有限公司";"1.5-2万/月";"5"
3682;"运维工程师";"云擎信息技术（深圳）有限公司";"5-8千/月";"1"
3683;"运维工程师";"云擎信息技术（深圳）有限公司";"3-5千/月";"2"
3684;"Helpdesk运维工程师";"云擎信息技术（深圳）有限公司";"3-4.5千/月";"3"
3685;"运维销售代表";"深圳市迪仂科技有限公司";"0.8-1万/月";"若干"
3686;"运维工程师";"富士康科技集团CNSBG事业群";"1-1.5万/月";"2"
3687;"ERP运维专员";"深圳市迪仂科技有限公司";"4.5-6千/月";"若干"
3688;"通讯网络运维主管";"富士康科技集团iPEBG";"0.8-1万/月";"1"
3689;"中信银行售后POS 运维经理";"深圳市万商通达科技有限公司";"4.5-9千/月";"4"
3690;"售后运维";"深圳市万商通达科技有限公司";"6-8千/月";"10"
3691;"运维专员";"深圳市万商通达科技有限公司";"4.5-6千/月";"3"
3692;"中信银行POS 售后运维（无责任底薪3800起）";"深圳市万商通达科技有限公司";"0.5-1万/月";"5"
3693;"IDC网络运维工程师";"北京源晨动力技术服务有限公司";"5-7千/月";"1"
3694;"系统运维工程师";"北京源晨动力技术服务有限公司";"6-8千/月";"1"
3695;"桌面运维工程师";"北京源晨动力技术服务有限公司";"4-6千/月";"1"
3696;"桌面运维工程师";"北京源晨动力技术服务有限公司";"5-7千/月";"1"
3697;"桌面运维工程师";"北京源晨动力技术服务有限公司";"4-5.5千/月";"1"
3698;"桌面运维工程师";"北京源晨动力技术服务有限公司";"3-6千/月";"6"
3699;"桌面运维工程师（免费住宿，华为驻场工程师）";"北京源晨动力技术服务有限公司";"3-6千/月";"10"
3700;"桌面运维工程师";"北京源晨动力技术服务有限公司";"3-6千/月";"10"
3701;"桌面运维工程师";"北京源晨动力技术服务有限公司";"4.5-6千/月";"3"
3702;"Linux运维工程师";"北京源晨动力技术服务有限公司";"6-8千/月";"1"
3703;"桌面运维工程师";"北京源晨动力技术服务有限公司";"5-6千/月";"1"
3704;"网络运维工程师";"北京源晨动力技术服务有限公司";"3.8-6千/月";"3"
3705;"桌面运维工程师";"北京源晨动力技术服务有限公司";"4-6千/月";"1"
3706;"［高薪］诚聘IT运维";"深圳市摩尔电子商务有限公司";"0.8-1万/月";"6"
3707;"初级运维工程师";"深圳市易思博酷客科技有限公司";"6-8千/月";"5"
3708;"中级运维";"深圳市易思博酷客科技有限公司";"0.8-1.2万/月";"若干"
3709;"驻点运维工程师-深圳";"北京神州新桥科技有限公司";"7-7.5千/月";"1"
3710;"Linux系统运维工程师";"北京神州新桥科技有限公司";"1.2-1.8万/月";"1"
3711;"X86虚拟化运维工程师";"北京神州新桥科技有限公司";"0.8-1.5万/月";"1"
3712;"小型机运维工程师";"北京神州新桥科技有限公司";"1.2-1.8万/月";"1"
3713;"网络运维工程师[深圳]";"中国联合网络通信有限公司深圳市分公司";"4.5-6千/月";"1"
3714;"［高薪］诚聘IT运维";"深圳市摩尔电子商务有限公司";"0.8-1万/月";"7"
3715;"系统运维工程师";"深圳市飞尔跃科技发展有限公司";"6.5-7.5千/月";"2"
3716;"系统运维工程师/linux运维工程师";"深圳市飞尔跃科技发展有限公司";"6-8千/月";"2"
3717;"IT英文工程师/系统运维工程师";"深圳市飞尔跃科技发展有限公司";"6-8千/月";"1"
3718;"系统运维工程师/WINDOWS运维工程师";"深圳市飞尔跃科技发展有限公司";"6-8千/月";"2"
3719;"高级运维开发工程师";"深圳市商汤科技有限公司";"1.8-3.6万/月";"2"
3720;"硬件运维专员";"深圳市中网彩网络技术有限公司";"4.5-6千/月";"3"
3721;"急聘运维客服（双休/科技园）";"深圳美克拉网络技术有限公司";"4-8千/月";"若干"
3722;"IT技术支持/网络管理员/桌面运维/电脑维护";"深圳市飞尔跃科技发展有限公司";"4.5-6千/月";"1"
3723;"DB2 DBA运维";"同方鼎欣科技股份有限公司";"2-2.5万/月";"4"
3724;"IT运维工程师";"同方鼎欣科技股份有限公司";"4.5-6千/月";"2"
3725;"Windows运维工程师";"华大基因";"1-2万/月";"1"
3726;"HR系统运维专员";"华大基因";"0.8-1.5万/月";"1"
3727;"运维经理/IT技术支持经理";"客如云科技（北京）股份有限公司";"1-1.2万/月";"2"
3728;"Linux运维工程师";"深圳琼景科技有限公司";"1-1.5万/月";"1"
3729;"运维工程师";"天虹商场股份有限公司";"0.8-1.5万/月";"1"
3730;"网络运维工程师";"深圳市星火电子工程公司";"0.5-1万/月";"3"
3731;"系统运维工程师/IT运维工程师/Linux系统运维";"深圳市飞尔跃科技发展有限公司";"0.8-1.5万/月";"2"
3732;"网络管理员/Helpdesk/IT运维";"深圳市飞尔跃科技发展有限公司";"3-4.5千/月";"2"
3733;"Android高级开发工程师";"深圳市运维网络有限公司";"1-2万/月";"1"
3734;"商务专员";"深圳市运维网络有限公司";"4-8千/月";"3"
3735;"销售代表";"深圳市运维网络有限公司";"1-2万/月";"5"
3736;".NET资深开发工程师（Leade岗）";"深圳市运维网络有限公司";"1.5-2万/月";"1"
3737;"项目经理/项目助理";"深圳市运维网络有限公司";"0.8-1.5万/月";"3"
3738;"销售总监";"深圳市运维网络有限公司";"1-2万/月";"1"
3739;"物联网工程师";"深圳市运维网络有限公司";"1.3-1.8万/月";"1"
3740;"客户经理";"深圳市运维网络有限公司";"0.5-1万/月";"2"
3741;"产品经理";"深圳市运维网络有限公司";"1-1.5万/月";"2"
3742;"售后客服";"深圳市运维网络有限公司";"0.5-1万/月";"3"
3743;"市场总监";"深圳市运维网络有限公司";"1.3-2万/月";"1"
3744;"市场部经理";"深圳市运维网络有限公司";"1-1.8万/月";"1"
3745;"项目经理";"深圳市运维网络有限公司";"0.7-1.1万/月";"2"
3746;"大客户经理";"深圳市运维网络有限公司";"0.8-1.2万/月";"2"
3747;"互联网产品经理";"深圳市运维网络有限公司";"1-1.5万/月";"1"
3748;"售后客服经理";"深圳市运维网络有限公司";"0.8-1.3万/月";"1"
3749;"WEB前端工程师";"深圳市运维网络有限公司";"1-1.8万/月";"1"
3750;"GIS开发工程师";"深圳市运维网络有限公司";"1.3-1.8万/月";"1"
3751;"市场销售专员";"深圳市运维网络有限公司";"5-8千/月";"2"
3752;"业务代表";"深圳市三通运维科技有限公司";"0.6-1.2万/月";"5"
3753;"销售代表（弱电、IT服务）";"深圳市三通运维科技有限公司";"0.6-1.2万/月";"10"
3754;"( [ 包装设计师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3755;"( [ 产品设计师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3756;"包装设计师";"深圳市运维软件有限公司";"4-8千/月";"2"
3757;"( [ 游戏运营专员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3758;"( [ 电子测试工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3759;"电子测试工程师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3760;"( [ 视觉设计师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3761;"( [ 网络管理员 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3762;"( [ 网络工程师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3763;"( [ 互联网产品专员 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3764;"( [ 脚本开发工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3765;"web开发工程师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3766;"( [ 电脑维修员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3767;"( [ 电脑操作员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3768;"( [ 性能测试工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3769;"( [ 资料录入员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3770;"( [ 测试助理 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3771;"( [ python爬虫开发工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3772;"( [ 电路工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3773;"( [ 软件测试工程师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3774;"( [ 美工设计 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3775;"( [ java开发工程师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3776;"生产文员";"深圳市运维软件有限公司";"4-8千/月";"2"
3777;"( [ 新媒体运营 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3778;"产品运营专员";"深圳市运维软件有限公司";"4-8千/月";"2"
3779;"( [ 硬件工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3780;"( [ 电子工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3781;"硬件工程师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3782;"室内设计师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3783;"( [ 数据库工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3784;"( [ 数据专员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3785;"机械工程师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3786;"( [ 实施工程师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3787;"( [ ui设计师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3788;"( [ 网站维护工程师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3789;"( [ 网店美工 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3790;"( [ 自动化测试工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3791;"( [ 技术支持工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3792;"( [ 硬件测试工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3793;"( [ 网站编辑 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3794;"淘宝运营专员";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3795;"( [ 程序员助理 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3796;"( [ 程序员实习生 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3797;"( [ 游戏测试工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3798;"( [ 研发助理 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3799;"产品设计师";"深圳市运维软件有限公司";"4-8千/月";"2"
3800;"( [ 平面设计 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3801;"( [ 产品运营专员 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3802;"( [ 淘宝运营专员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3803;"( [ 机电工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3804;"( [ 电气工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3805;"( [ 结构工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3806;"( [ 多媒体设计师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3807;"( [ 淘宝美工 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3808;"软件测试工程师";"深圳市运维软件有限公司";"4-8千/月";"2"
3809;"( [ 室内设计师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3810;"( [ 设备工程师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3811;"( [ 安卓开发工程师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3812;"( [ 文案编辑 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3813;"( [ 仓库文员 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3814;"( [ 办公室文员 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3815;"( [ 产品测试工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3816;"电脑维修员";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3817;"产品测试工程师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3818;"脚本开发工程师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3819;"( [ 装饰设计师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3820;"文案策划";"深圳市运维软件有限公司";"4-8千/月";"2"
3821;"( [ 生产文员 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3822;"网店美工";"深圳市运维软件有限公司";"4-8千/月";"2"
3823;"( [ oa/erp开发工程师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3824;"( [ 网络推广运营专员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3825;"( [ 质量工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3826;"( [ 天猫运营专员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3827;"(网站编辑";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3828;"美工设计";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3829;"电商运营专员";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3830;"互联网产品专员";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3831;"java开发工程师";"深圳市运维软件有限公司";"4-8千/月";"2"
3832;"( [ 电商运营专员 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3833;"( [ 网页设计师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3834;"( [ php开发工程师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3835;"京东运营专员";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3836;"( [ 品质工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3837;"平面设计";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3838;"技术支持工程师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3839;"网络管理员";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3840;"电子工程师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3841;"( [ 技术文员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3842;"( [ python开发工程师 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3843;"( [ 文案策划 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3844;"( [ seo专员 ] )";"深圳市运维软件有限公司";"4-8千/月";"2"
3845;"( [ 开发助理 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3846;"( [ 京东运营专员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3847;"实施工程师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3848;"( [ 机械工程师 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3849;"开发助理";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3850;"( [ 系统管理员 ] )";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3851;"网络推广运营专员";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3852;"硬件测试工程师";"深圳市运维软件有限公司";"4.5-6千/月";"2"
3853;"文字编辑（深圳）";"索贝运维数码科技（北京）有限公司";"2-4千/月";"2"
3854;"技术主管/技术经理/项目经理";"深圳市三通运维科技有限公司";"8-10万/年";"1"
3855;"实施顾问";"深圳市巨沃科技有限公司";"0.5-1万/月";"10"
3856;"实施工程师";"深圳市巨沃科技有限公司";"0.5-1万/月";"10"
3857;"网管";"深圳欣捷毅拓科技有限公司";"6-8千/月";"2"
3858;"网络管理helpdesk";"深圳欣捷毅拓科技有限公司";"6-8千/月";"1"
3859;"IT工程师(职位编号：02)";"深圳欣捷毅拓科技有限公司";"6-8千/月";"1"
3860;"IT(职位编号：01)";"深圳欣捷毅拓科技有限公司";"6-8千/月";"1"
3861;"IT专员(职位编号：08)";"深圳欣捷毅拓科技有限公司";"6-8千/月";"1"
3862;"IT系统维护工程师(职位编号：05)";"深圳欣捷毅拓科技有限公司";"6-8千/月";"若干"
3863;"IT系统维护工程师(职位编号：04)";"深圳欣捷毅拓科技有限公司";"6-8千/月";"若干"
