"id";"jobs";"firms";"salary";"nums0"
955;"运维工程师";"深圳小鹅网络技术有限公司";"1-1.5万/月";"若干"
956;"系统运维工程师";"智道金融服务（深圳）有限公司";"6-8千/月";"2"
957;"平台运维工程师";"富士康科技集团人资总处";"0.8-1万/月";"5"
958;"运维工程师";"深圳必旺达科技投资有限公司";"0.8-1万/月";"3"
959;"运维项目经理";"深圳达闼科技控股有限公司";"1.5-3万/月";"2"
960;"Linux运维工程师";"深圳市约约科技有限公司";"0.8-1.2万/月";"1"
961;"服务器运维工程师";"深圳市海云天科技股份有限公司";"0.8-1.2万/月";"1"
962;"IT运维经理";"深圳市铁汉生态环境股份有限公司";"1.5-2万/月";"1"
963;"初级运维工程师";"深圳云娃科技有限公司";"0.6-1万/月";"2"
964;"运维开发工程师";"深圳市茁壮网络股份有限公司";"1-2万/月";"2"
965;"运维人员";"重庆桴之科科技发展有限公司";"0.3-1万/月";"3"
966;"运维工程师";"厦门市燕之屋丝浓食品有限公司";"0.8-1万/月";"1"
967;"系统运维工程师（美股）";"深圳市前海元亨投资中心（有限合伙）";"1-1.5万/月";"若干"
968;"系统运维工程师";"深圳前海联动云汽车租赁有限公司";"1.2-2.5万/月";"若干"
969;"资源运维实习生";"广州智伴人工智能科技有限公司";"3-4千/月";"2"
970;"网络运维工程师";"深圳市东兴麦宝饮料有限公司";"4.5-6千/月";"1"
971;"桌面运维工程师";"深圳市卓讯信息技术有限公司";"0.6-1万/月";"2"
972;"运维工程师";"深圳锐链科技有限公司";"0.8-1.3万/月";"1"
973;"系统运维工程师";"华润赛美科微电子（深圳）有限公司";"0.6-1万/月";"1"
974;"网站运维工程师";"深圳市中税华通信息咨询有限公司";"6-8千/月";"1"
975;"共享咖啡机运维员(深圳，双休)";"广东汤姆士咖啡有限公司";"4-7千/月";"1"
976;"产品经理-运维平台-深圳(002781)(职位编号：Aspire002781)";"卓望数码技术（深圳）有限公司";"1.5-2.5万/月";"1"
977;"机电设备运维";"深圳市机场股份有限公司";"10-12万/年";"5"
978;"运维工程师―Java方向";"深圳市前海锐义金融服务有限公司";"1-1.5万/月";"若干"
979;"ERP运维工程师";"深圳宝龙达信息技术股份有限公司";"4-8千/月";"1"
980;"运维工程师（理赔通）";"深圳市前海润杨金融服务有限公司";"1-1.2万/月";"1"
981;"系统运维工程师";"深圳资链科技有限公司";"0.8-1万/月";"2"
982;"系统运维工程师";"深圳市前海圆舟网络科技股份有限公司";"1-1.5万/月";"1"
983;"应用运维";"深圳市德科信息技术有限公司";"1-1.5万/月";"2"
984;"高级云平台运维工程师";"深圳市道通科技股份有限公司";"1.5-2万/月";"1"
985;"运维实习生";"深圳衡伟环境技术有限公司";"2-5千/月";"10"
986;"运维工程师";"深圳市蔚壹科技有限公司";"0.6-1.5万/月";"5"
987;"运维工程师（深圳）";"青牛（北京）技术有限公司";"0.7-1万/月";"1"
988;"网络运维工程师";"深圳惠众联合科技有限责任公司";"6-8千/月";"1"
989;"运维工程师-Kubernetes方向";"深圳市暴击互动娱乐有限公司";"2.5-3万/月";"3"
990;"软件运维工程师-深圳";"华宇金信（北京）软件有限公司";"5.5-6.5千/月";"2"
991;"Windows运维工程师";"北京比特大陆科技有限公司";"1-2万/月";"若干"
992;"运维工程师";"深圳市中盈汇区块链科技有限公司";"1-1.5万/月";"2"
993;"应用系统运维岗（信息技术中心）";"恒大人寿保险有限公司";"1-2万/月";"若干"
994;"运维工程师（校招）(职位编号：kexin000547)";"深圳市科信通信技术股份有限公司";"4.5-8千/月";"4"
995;"大数据运维工程师";"广州拉卡拉网络小额贷款有限责任公司";"2-4万/月";"1"
996;"运维经理";"深圳喜盈佳企业云服务有限公司";"1.5-2.2万/月";"1"
997;"测试运维";"深圳市六微米网络科技有限公司";"1-2万/月";"若干"
998;"运维工程师";"深圳前海华人金融控股集团有限公司";"1-1.5万/月";"1"
999;"实施/运维经理";"广州远信软件科技有限公司";"0.6-1万/月";"若干"
1000;"后台运维专员";"深圳前海青创联合网络科技有限公司";"6-8千/月";"2"
1001;"信息运维专员";"深圳华侨城都市娱乐投资公司";"6-7万/年";"1"
1002;"网络工程师/系统工程师/运维工程师";"艾美特电器（深圳）有限公司";"4.9-6.9千/月";"1"
1003;"运维工程师";"新疆爱华盈通信息技术有限公司深圳分公司";"0.8-1.5万/月";"2"
1004;"高级运维工程师J15693";"携程旅行网深圳分公司";"1.5-2万/月";"1"
1005;"高级运维工程师";"深圳市海平网络科技有限公司";"1.5-2.5万/月";"2"
1006;"运维工程师";"国信电子票据平台信息服务有限公司";"6-9千/月";"1"
1007;"大数据运维工程师";"北京海量数据技术股份有限公司";"2-2.7万/月";"1"
1008;"IT技术和医疗设备运维";"深圳卓正医疗投资咨询有限公司";"7-9千/月";"若干"
1009;"网络运维工程师";"深圳悦智网络科技有限公司";"1-1.5万/月";"1"
1010;"服务器运维";"深圳市信链科技有限公司";"0.6-1.8万/月";"1"
1011;"运维工程师";"深圳市优络科技有限公司";"0.8-1.2万/月";"1"
1012;"网站运维工程师(职位编号：009)";"深圳市金品溪贸易有限公司";"0.3-1万/月";"若干"
1013;"运维实施工程师";"北京优炫软件股份有限公司";"0.8-1.5万/月";"2"
1014;"桌面运维工程师";"阳光雨露信息技术服务（北京）有限公司深圳服务部";"4-6千/月";"1"
1015;"IT运维";"神州信息";"0.8-1.5万/月";"若干"
1016;"运维工程师";"真玫智能科技（深圳）有限公司";"1-1.5万/月";"1"
1017;"信息化系统运维经理";"华测检测认证集团食品药品农产品及保化产品事业群";"20-30万/年";"1"
1018;"IT运维工程师";"正中置业集团有限公司";"0.8-1万/月";"1"
1019;"IT（系统）运维";"深圳市汇合发展有限公司";"6-8千/月";"1"
1020;"系统运维和虚拟化";"沈阳亚诗达科技有限公司";"0.7-1万/月";"若干"
1021;"运维工程师（客服性质）";"深圳市巨沃科技有限公司";"4.5-7千/月";"10"
1022;"初级网络运维工程师";"深圳市海辉联创科技有限公司";"0.8-1万/月";"6"
1023;"运维工程师";"深圳市天威视讯股份有限公司";"1-1.5万/月";"4"
1024;"Linux运维工程师";"深圳琼景科技有限公司";"1-1.5万/月";"1"
1025;"运维工程师";"深圳通联金融网络科技服务有限公司";"6-8千/月";"1"
1026;"服务器运维工程师";"深圳鼎峰网络科技有限公司";"0.6-1万/月";"5"
1027;"Linux运维工程师";"深圳开黑科技有限公司";"1.2-2.4万/月";"1"
1028;"运维工程师";"深圳妈妈资本管理有限公司";"1-2万/月";"1"
1029;"高级网站运维工程师/服务器运维工程师";"深圳市泽维电子科技有限公司";"0.8-1.2万/月";"1"
1030;"数据库运维工程师";"深圳市今日投资数据科技有限公司";"1-1.5万/月";"1"
1031;"网站运维工程师";"智搭（深圳）科技有限公司";"4.5-6千/月";"6"
1032;"高级运维工程师";"上海游密信息科技有限公司";"1-2万/月";"1"
1033;"运维值班员";"深圳市蛋蛋猫电子商务有限公司";"1-1.5万/月";"若干"
1034;"（高薪诚聘）AWS运维工程师-深圳(职位编号：02)";"深圳敏捷云计算科技有限公司";"1-1.5万/月";"1"
1035;"运维工程师";"深圳市雪狼网络有限公司";"6-8千/月";"1"
1036;"运维工程师";"区块链（深圳）研究开发中心（普通合伙）";"0.8-1.2万/月";"1"
1037;"运维专员";"灏海易购（深圳）电子商务有限公司";"6-8千/月";"1"
1038;"云运维工程师";"深圳易动网云科技有限公司";"1-1.5万/月";"2"
1039;"运维开发工程师";"深圳羚羊极速科技有限公司";"1.5-2.5万/月";"2"
1040;"系统运维资深工程师（DBA）";"华润万家有限公司";"1.5-2万/月";"1"
1041;"系统维护工程师（IT技术支持/网络/桌面/系统运维）";"迦达高级时装有限公司";"1-2万/月";"若干"
1042;"运维主管/专员(职位编号：006)";"天娱兄弟（深圳）网络科技有限公司";"6-8千/月";"2"
1043;"MES运维工程师";"闻泰通讯股份有限公司";"0.8-1.5万/月";"4"
1044;"IT运维工程师";"深圳市振瀚信息技术有限公司";"0.8-1.5万/月";"1"
1045;"系统运维工程师";"大族激光科技产业集团股份有限公司";"0.8-1万/月";"1"
1046;"运维工程师";"深圳市龙创软件有限公司";"0.8-1万/月";"1"
1047;"聘：网络IT运维工程师";"深圳市顺点财务顾问有限公司";"6-8千/月";"1"
1048;"运维工程师";"深圳市众鸿科技股份有限公司";"1-1.5万/月";"1"
1049;"运维工程师";"深圳聚领威锋科技股份有限公司";"0.6-1万/月";"1"
1050;"SAP运维顾问(月薪15-20K)(职位编号：hr180119)";"深圳市清日信息咨询有限公司";"1.5-2万/月";"1"
1051;"Linux运维工程师";"深圳市积土电子商务有限公司";"0.8-1.3万/月";"若干"
1052;"运维服务主管";"深圳市海普瑞药业集团股份有限公司";"1.5-2万/月";"若干"
1053;"运维工程师";"深圳市耀京科技有限公司";"1-1.5万/月";"1"
1054;"产品售后/驻场运维工程师";"北京天融信科技有限公司";"6-8千/月";"1"
1055;"系统运维工程师";"深圳市礼至礼品集团有限公司";"0.6-1.2万/月";"1"
1056;"运维系统软件工程师";"深圳创动科技有限公司";"1.3-1.6万/月";"1"
1057;"运维与信息安全";"星络科技有限公司";"1-1.3万/月";"30"
1058;"运维主管";"深圳市聚橙网络技术有限公司";"1-1.5万/月";"若干"
1059;"运维工程师";"前海阿拉丁互联网金融服务（深圳）股份有限公司";"1-1.5万/月";"1"
1060;"运维主管/经理";"深圳市豹风网络股份有限公司";"1-2万/月";"1"
1061;"运维开发";"深圳市三度空间有限责任公司";"1-1.5万/月";"1"
1062;"运维工程师（方舟货的）";"深圳市陆地方舟新能源电动车集团有限公司";"1-1.5万/月";"1"
1063;"运维技术员";"深圳市锐明技术股份有限公司";"4.5-6千/月";"1"
1064;"运维工程师（电商平台）";"润民（中国）控股有限公司";"0.8-1万/月";"1"
1065;"IT运维经理";"深圳市一图智能科技有限公司";"0.8-1万/月";"1"
1066;"运维工程师(工作地点：吉隆坡)";"深圳市大牛创业投资有限公司";"1-1.5万/月";"2"
1067;"运维工程师";"上海星融财富投资顾问股份有限公司";"0.8-1.5万/月";"1"
1068;"运维工程师";"深圳市五八优品控股有限公司";"1.5-2万/月";"1"
1069;"运维工程师";"深圳市前海理想金融控股有限公司";"0.8-1.2万/月";"1"
1070;"运维工程师";"深圳爱络凯寻科技有限公司";"3-4.5千/月";"2"
1071;"Linux运维工程师";"深圳市嘉立创科技发展有限公司";"1.5-2万/月";"2"
1072;"运维工程师";"深圳市博今信息科技有限公司";"0.8-1万/月";"2"
1073;"运维工程师";"深圳好多银科技有限公司";"1.5-2万/月";"1"
1074;"运维主管";"志联网络（深圳）有限公司";"6.5-8.5千/月";"1"
1075;"资深运维工程师";"深圳市凯欧链科技有限公司";"0.8-2万/月";"1"
1076;"运维工程师";"深圳格狮优科技有限公司";"1-1.5万/月";"1"
1077;"技术部运维工程师";"深圳盛亿资产管理有限公司";"1-1.8万/月";"1"
1078;"运维工程师（深圳）(职位编号：landray000777)";"深圳市蓝凌软件股份有限公司";"0.8-1万/月";"若干"
1079;"运维工程师(职位编号：cntrans000369)";"深圳市华运国际物流有限公司";"4.5-6千/月";"2"
1080;"高级运维工程师";"深圳市金畅进出口有限公司";"0.8-1.6万/月";"1"
1081;"网优工程师（运维部）";"北讯电信（深圳）有限公司";"0.6-1万/月";"若干"
1082;"运维工程师";"深圳爱影科技有限公司";"0.8-1万/月";"若干"
1083;"运维工程师";"霸才（深圳）�稻菘萍加邢薰�司";"6-8千/月";"10"
1084;"Linux系统运维工程师";"上海怡高科技服务有限公司";"1-1.5万/月";"2"
1085;"系统运维工程师";"上海雅仕维广告有限公司";"6-8千/月";"1"
1086;"运维工程师";"深圳市前海四创资本管理有限公司";"0.8-1.5万/月";"若干"
1087;"深圳后海大道营业部运维主管";"长城证券股份有限公司";"6-8千/月";"2"
1088;"高级运维工程师";"深圳市车小喜科技控股有限公司";"1-1.5万/月";"2"
1089;"运维工程师";"深圳市冠凯科技有限公司";"0.8-1.5万/月";"1"
1090;"系统运维工程师";"深圳市朴邻房地产经纪有限公司";"6-8千/月";"若干"
1091;"运维工程师";"深圳市巨安网络科技有限公司";"1-1.8万/月";"若干"
1092;"IT网络运维/IT技术维护（可***）";"尚层装饰（北京）有限公司";"6-8千/月";"1"
1093;"系统运维工程师";"中投天琪期货有限公司";"6-9千/月";"若干"
1094;"运维高级工程师";"珠海市乐云付科技有限公司深圳分公司";"2-3万/月";"若干"
1095;"高级运维开发工程师(Python)";"深圳市泛娱科技有限公司";"1-2.5万/月";"1"
1096;"网络运维工程师";"深圳市裕和集团有限公司";"0.8-1.2万/月";"1"
1097;"服务器运维工程师";"深圳市递四方信息科技有限公司";"1.5-2万/月";"1"
1098;"运维工程师(职位编号：07)";"深圳市前海花样年金融服务有限公司";"0.7-1万/月";"1"
1099;"运维工程师";"深圳市鑫惠联科技有限公司";"4.5-6千/月";"若干"
1100;"高级运维工程师";"深圳易思网络技术有限公司";"20-30万/年";"1"
1101;"服务器运维工程师";"深圳小辣椒科技有限责任公司";"1-1.5万/月";"1"
1102;"桌面运维工程师";"深圳迅策科技有限公司";"6-8千/月";"若干"
1103;"应用系统运维工程师";"深圳市盈商通汇科技有限公司";"2-2.5万/月";"若干"
1104;"网站运维工程师";"深圳市一线快递服务有限公司";"0.8-1万/月";"3"
1105;"运维技术员（深圳）";"深圳市特发集团有限公司";"4.5-6千/月";"100"
1106;"通信运维工程师";"富士康科技集团富鸿网";"0.8-1万/月";"2"
1107;"服务器运维工程师";"深圳市迪仂科技有限公司";"0.8-1万/月";"若干"
1108;"Docker运维工程师（深圳）";"北京新媒传信科技有限公司";"1.5-2万/月";"1"
1109;"运维工程师 区块链";"汇创区块链科技深圳有限公司";"0.8-1.5万/月";"1"
1110;"运维项目主管";"深圳市新路程人力资源有限公司";"8-10万/年";"若干"
1111;"linux运维/自动化运维工程师";"深圳市强能盛贸易有限公司";"1-3.5万/月";"5"
1112;"运维管理专员-数据分析";"深圳市丰巢科技有限公司";"1-1.5万/月";"1"
1113;"游戏运维工程师";"深圳口袋科技有限公司";"0.7-1.4万/月";"若干"
1114;"IT运维专员";"深圳市康利信息咨询有限公司";"4-7千/月";"1"
1115;"高级棋牌游戏运维工程师";"深圳多有米人才服务管理有限公司";"2-2.5万/月";"若干"
1116;"运维工程师";"神通征信有限公司";"0.5-2万/月";"若干"
1117;"SL贝壳（互联网平台）诚聘IT运维专员";"深圳贝壳闹海房地产经纪有限公司";"5-8千/月";"1"
1118;"ERP运维工程师";"深圳市三诺电子有限公司";"0.8-1万/月";"1"
1119;"软件运维工程师";"深圳市讯科龙网络技术有限公司";"1.5-2万/月";"2"
1120;"高级运维工程师";"史蒂夫软件（深圳）有限公司";"2-3.5万/月";"2"
1121;"高级运维工程师";"深圳丹晴科技有限公司";"1.5-2.5万/月";"1"
1122;"运维工程师";"深圳市考拉超课科技股份有限公司";"0.7-1万/月";"1"
1123;"运维工程师/网络工程师";"深圳市西遇时尚服饰有限公司";"5-7千/月";"1"
1124;"系统运维工程师";"深圳市艾雷特科技有限公司";"6-8千/月";"2"
1125;"大数据运维";"五矿证券有限公司";"1.5-3万/月";"1"
1126;"IT桌面运维工程师";"深圳市和讯华谷信息技术有限公司";"5-8千/月";"1"
1127;"数据库工程师(DBA)/数据库管理员/运维工程师";"富�Z科技（深圳）有限公司";"0.8-1.2万/月";"2"
1128;"运维工程师";"深圳市亚泰国际建设股份有限公司";"0.8-1.2万/月";"1"
1129;"运维工程师";"江苏海晨物流股份有限公司";"0.6-1.2万/月";"1"
1130;"运维工程师";"广州鸿远信息科技有限公司";"3-4.5千/月";"若干"
1131;"高级运维开发工程师(职位编号：zhaolian000910)";"招联消费金融有限公司";"30-40万/年";"1"
1132;"高级运维工程师";"深圳市宏剑科技有限公司";"3-4万/月";"1"
1133;"运维工程师";"深圳前海小鸟云计算有限公司";"0.8-1.5万/月";"2"
1134;"运维工程师";"深圳市前海金富源企业管理咨询有限公司";"5-8千/月";"2"
1135;"运维工程师";"苏州美生元信息科技有限公司北京分公司";"0.8-1.5万/月";"1"
1136;"云运维工程师";"深圳新河通创科技有限公司";"1-2万/月";"2"
1137;"AI系统运维开发工程师";"深圳市商汤科技有限公司";"1.5-3万/月";"1"
1138;"网络运维工程师(职位编号：1)";"深圳市硅远科技有限公司";"0.5-1万/月";"1"
1139;"系统运维工程师";"深圳超节点区块链有限公司";"0.8-1万/月";"若干"
1140;"系统运维工程师";"深圳市建设工程质量检测中心";"1.5-2万/月";"2"
1141;"运维工程师";"大兴汽车集团";"0.7-1.3万/月";"1"
1142;"车务运维-深圳";"华夏出行有限公司";"4-8千/月";"1"
1143;"运维工程师(实习生亦可)";"深圳可链科技有限公司";"0.5-1万/月";"若干"
1144;"运维开发工程师";"上海阜坤信息科技有限公司";"1.2-1.7万/月";"4"
1145;"运维工程师";"360金融";"1.5-3万/月";"4"
1146;"运维工程师";"深圳启元信息服务有限公司";"4.5-6千/月";"1"
1147;"运维工程师";"华泰期货有限公司";"1-1.5万/月";"1"
1148;"IT运维工程师";"深圳市洲明科技股份有限公司";"5-8千/月";"1"
1149;"光伏电站运维工程师";"深圳市综合能源有限公司";"0.8-1万/月";"5"
1150;"IT运维工程师";"深圳市优富商务服务有限公司";"0.8-1万/月";"3"
1151;"高级运维工程师";"深圳市卡联科技股份有限公司";"1.5-2.5万/月";"1"
1152;"网络运维";"某大型国际教育集团总部";"5-6千/月";"1"
1153;"初级游戏运维工程师";"深圳战龙互娱科技有限公司";"0.5-1万/月";"3"
1154;"运维工程师";"大连华讯投资股份有限公司福田分公司";"4.5-6千/月";"1"
1155;"IT运维协调专员";"长安标致雪铁龙汽车有限公司";"0.7-1.2万/月";"1"
1156;"运维工程师(职位编号：A002)";"深圳巴伦如梭网络有限公司";"1-2.5万/月";"1"
1157;"中级运维工程师";"上海微创软件股份有限公司深圳分公司";"1.2-1.8万/月";"10"
1158;"业务运维-KIS";"金蝶蝶金云计算有限公司";"5-8千/月";"2"
1159;"运维工程师";"深圳市百米生活股份有限公司";"1-1.5万/月";"1"
1160;"java运维";"西安华炎信息科技有限公司";"1-1.5万/月";"1"
1161;"Linux运维工程师";"深圳市鼎游信息技术有限公司";"0.6-1万/月";"5"
1162;"Linux运维";"深圳市网新新思软件有限公司";"1.1-1.7万/年";"若干"
1163;"游戏服务器运维";"深圳墨麟科技股份有限公司";"1-1.5万/月";"若干"
1164;"运维工程师";"贵联控股国际有限公司";"4.5-6千/月";"2"
1165;"应用运维工程师-信息中心(职位编号：[10373])";"深圳航空有限责任公司";"6.2-14万/年";"若干"
1166;"网络运维工程师";"深圳艾佛晶芯科技有限公司";"0.7-1.5万/月";"1"
1167;"运维专员 客服专员";"深圳市新司南科技有限公司";"3-4.5千/月";"2"
1168;"系统运维工程师/网络工程师";"物联智慧科技（深圳）有限公司";"0.8-1.4万/月";"1"
1169;"安全运维部总经理";"深圳光汇石油海运集团有限公司";"5-7万/月";"1"
1170;"桌面运维工程师";"深圳光汇石油集团股份有限公司";"6-8千/月";"1"
1171;"IT运维";"深圳市梵尼诗古典家居有限公司";"6-8千/月";"1"
1172;"数据库运维工程师";"康美医院投资管理有限公司";"0.8-1.5万/月";"1"
1173;"资深运维开发工程师";"Thoughtworks";"2-4万/月";"2"
1174;"运维工程师";"深圳港云科技有限公司";"1-1.5万/月";"1"
1175;"BOSS/CRM运维工程师";"星美控股集团有限公司";"1.2-1.8万/月";"1"
1176;"网络运维工程师";"玉锦（深圳）区块链有限公司";"0.8-1万/月";"1"
1177;"运维工程师";"深圳市终极怪兽科技有限公司";"0.8-1.3万/月";"1"
1178;"运维工程师";"深圳市华佗在线网络有限公司";"1-2万/月";"1"
1179;"桌面运维工程师";"深圳市深为科技有限公司";"4.5-6千/月";"5"
1180;"运维经理";"深圳市宝能投资集团有限公司";"2-2.5万/月";"若干"
1181;"运维开发工程师";"深圳市拓然明科技有限公司";"2-2.5万/月";"1"
1182;"IT 数据运维";"深圳市翠绿金业有限公司";"4-7千/月";"1"
1183;"网络维护员/运维工程师/有线电视维护员";"深圳市天宝广播电视网络有限公司";"3.5-6千/月";"15"
1184;"运维主管";"深圳云鑫数字科技有限公司";"0.8-1万/月";"1"
1185;"运维工程师";"汇联金融服务控股有限公司";"1-1.8万/月";"1"
1186;"系统运维工程师";"深圳市交投科技有限公司";"5-8千/月";"2"
1187;"运维工程师";"深圳市九链科技有限公司";"0.5-1万/月";"3"
1188;"高级运维工程师";"浙江星飞信息技术有限公司";"1-1.5万/月";"3"
1189;"IT Supervisor/IT主管/运维工程师/IT 工程师";"圣皮尔精品酒业(上海)有限公司深圳分公司";"6-9千/月";"1"
1190;"金融科技部-系统运维岗（PB方向）(职位编号：easec000331)";"东亚前海证券有限责任公司";"2-2.5万/月";"若干"
1191;"运维工程师";"比特大陆（深圳）区块链有限公司";"1-1.5万/月";"1"
1192;"服务器运维工程师";"深圳市众兴邦电子技术有限公司";"0.8-1.5万/月";"2"
1193;"运维管理工程师（云计算中心）";"中国科学院深圳先进技术研究院";"0.8-1万/月";"若干"
1194;"ERP工程师兼IT运维";"深圳惟电创新科技有限公司";"4-8千/月";"1"
1195;"网络运维工程师";"深汕特别合作区智慧城市研究院有限公司";"1-4万/月";"若干"
1196;"运维工程师（国富通电子商务有限公司）";"国实集团股份有限公司";"1-1.5万/月";"1"
1197;"运维工程师（软件技术支持方向）";"北京华宇信息技术有限公司";"4.5-6千/月";"15"
1198;"中级运维工程师";"PKFARE（比客）";"1-1.5万/月";"1"
1199;"运维工程师";"赢石区块链（深圳）有限公司";"0.6-1.2万/月";"1"
1200;"高级运维工程师";"深圳必旺电子商务有限公司";"1-2万/月";"1"
1201;"一线运维工程师";"浙江银信博荣电子科技股份有限公司";"4-6千/月";"3"
1202;"高级运维工程师";"深圳市永达兴科技有限公司";"1.5-2万/月";"5"
1203;"运维工程师";"深圳市新国都技术股份有限公司";"1.5-2万/月";"2"
1204;"服务器运维主管";"天津甄品网络科技有限公司";"0.8-1万/月";"1"
1205;"桌面运维工程师";"深圳市泽宝电子商务股份有限公司";"0.7-1.1万/月";"1"
1206;"视频会议驻场运维工程师";"深圳市望升信息技术有限公司";"5-8千/月";"1"
1207;"运维工程师";"深圳亿度数字科技有限公司";"0.8-1.2万/月";"2"
1208;"平台运维";"东方启辰信息技术（深圳）股份有限公司";"4.5-6千/月";"4"
1209;"Linux运维工程师";"深圳市合利爱购科技有限公司";"0.8-1.2万/月";"1"
1210;"运维专家";"深圳力维智联技术有限公司";"1.5-2万/月";"1"
1211;"高级运维工程师（双休+华侨城）";"深圳市微付充科技有限公司";"1-1.5万/月";"1"
1212;"诚聘 IT运维";"深圳市摩尔电子商务有限公司";"1-1.5万/月";"10"
1213;"测试+运维工程师";"深圳安视信息技术有限公司";"7.5-8千/月";"2"
1214;"运维工程师";"赞同科技股份有限公司";"0.6-1万/月";"5"
1215;"业务运维工程师";"深圳市街角电子商务有限公司";"1.5-3万/月";"2"
1216;"Linux运维工程师";"深圳市千羽手游科技有限公司";"6-8千/月";"1"
1217;"Java运维工程师";"深圳市闪动网络科技有限公司";"0.6-1万/月";"2"
1218;"系统运维工程师";"深圳市陆陆畅科技有限公司";"0.8-1.2万/月";"1"
1219;"运维工程师";"深圳市辰赛智能科技有限公司";"4.5-8千/月";"3"
1220;"运维工程师";"深圳市迈航信息技术有限公司";"6-8千/月";"若干"
1221;"系统运维工程师";"深圳市企企通科技有限公司";"1-1.5万/月";"1"
1222;"运维工程师";"捷利港信软件（深圳）有限公司";"6-9千/月";"若干"
1223;"运维主管";"云擎信息技术（深圳）有限公司";"5.5-8千/月";"1"
1224;"游戏运维工程师";"深圳市天穹网络科技有限公司";"0.8-1.2万/月";"1"
1225;"运维工程师";"福成国际货运代理（深圳）有限公司";"0.5-1万/月";"2"
1226;"高级运维工程师";"深圳岚锋创视网络科技有限公司";"1.5-2万/月";"1"
1227;"运维工程师";"深圳市汇通合力科技股份有限公司";"1-1.5万/月";"2"
1228;"运维工程师";"深圳市方格尔科技有限公司";"0.8-1.2万/月";"1"
1229;"系统运维网络工程师";"富士康科技集团iPEBG";"6-8千/月";"2"
1230;"中信银行售后POS运维工程师(职位编号：CC597685724J90250133000)";"深圳市万商通达科技有限公司";"4.5-9千/月";"5"
1231;"运维工程师";"深圳零钱包科技有限公司";"0.8-1.2万/月";"1"
1232;"运维工程师";"上海飞田通信股份有限公司";"5-8千/月";"2"
1233;"运维工程师";"深圳华强集团有限公司";"0.8-1.5万/月";"1"
1234;"运维工程师";"深圳市网源电气有限公司";"4.5-6千/月";"2"
1235;"运维工程师";"深圳维塑智能科技有限公司";"0.7-1.4万/月";"1"
1236;"初级运维工程师";"图麟信息科技（上海）有限公司";"6-9千/月";"1"
1237;"数据运维工程师";"深圳证券信息有限公司";"15-30万/年";"1"
1238;"Linux 运维工程师";"深圳欢旅科技有限公司";"1-1.5万/月";"1"
1239;"IT运维工程师";"深圳市合力通电子有限公司";"6-8千/月";"1"
1240;"自动化运维软件架构师(职位编号：cmb000783)";"招商银行股份有限公司";"3-4万/月";"1"
1241;"运维工程师";"深圳优博视科技有限公司";"4-8千/月";"若干"
1242;"运维工程师（高薪诚聘+周末双休）";"深圳市众信电子商务交易保障促进中心";"6-8千/月";"2"
1243;"线下运维专员";"深圳市中网彩网络技术有限公司";"3-4.5千/月";"10"
1244;"网络运维工程师/网络管理员";"深圳市奥拓电子股份有限公司";"6-8千/月";"1"
1245;"系统运维工程师";"深圳丝路天地电子商务有限公司";"1-2.5万/月";"1"
1246;"运维工程师";"好未来教育（原学而思教育)";"1-2万/月";"1"
1247;"运维工程师";"中传文化科技(深圳)股份公司";"0.6-1.2万/月";"3"
1248;"系统运维工程师(J10849)";"上海陆家嘴国际金融资产交易市场股份有限公司";"1.3-2.6万/月";"1"
1249;"运维工程师";"深圳信真科技有限公司";"1.4-2万/月";"若干"
1250;"网络运维工程师";"深圳美克拉网络技术有限公司";"4-8千/月";"1"
1251;"高级运维工程师";"深圳市明莱达科技有限公司";"1.5-3万/月";"3"
1252;"VOIP运维工程师";"深圳市徕纳智能科技有限公司";"6-9千/月";"若干"
1253;"运维工程师";"客如云科技（北京）股份有限公司";"4.5-6千/月";"1"
1254;"运维开发工程师";"丝路共赢科技（深圳）有限公司";"1-2万/月";"2"
1255;"Linux运维工程师";"深圳工作家网络科技有限公司";"0.8-1.2万/月";"1"
1256;"系统运维工程师（悬赏招聘）";"深圳市览众科技股份有限公司";"1.5-2万/月";"4"
1257;"运维工程师";"尼尔林技术咨询（深圳）有限公司";"0.8-1万/月";"2"
1258;"运维（维修）工程师";"深圳市华方信息产业有限公司";"4-8.8千/月";"12"
1259;"系统运维工程师";"富士康科技集团iDPBG";"0.6-1万/月";"若干"
1260;"运维主管";"中米（深圳）农业科技有限公司";"4.5-6千/月";"若干"
1261;"运维工程师（佛山）";"北京易诚互动网络技术有限公司";"0.8-1.5万/月";"若干"
1262;"运维客服专员";"深圳市万岁网络科技有限公司";"4-6千/月";"5"
1263;"运维工程师";"深圳市艾泰克工程咨询监理有限公司";"4.5-5.5千/月";"3"
1264;"前台运维工程师";"天虹商场股份有限公司";"0.6-1.2万/月";"2"
1265;"运维工程师";"深圳开拓者科技有限公司";"6-8千/月";"1"
1266;"Java架构师";"深圳市运维网络有限公司";"2.5-4万/月";"1"
1267;"行政文员编辑";"索贝运维数码科技（北京）有限公司";"3-5千/月";"2"
1268;"系统专员/信息系统专员";"深圳市格雅表业有限公司";"4-6千/月";"1"
1269;"网站文案主编";"深圳藏宝投网络信息服务有限公司";"0.5-1.6万/月";"若干"
1270;"系统维护工程师";"艺之卉时尚集团（深圳）有限公司";"0.8-1.5万/月";"1"
1271;"PHP高级开发工程师";"深圳市菲森科技有限公司";"1-1.8万/月";"1"
