"id";"jobs";"firms";"salary";"nums0"
1056;"IDC事业部总经理";"晋商网络服务有限公司西安分公司";"6-8千/月";"1"
1057;"市场经理";"银河电气有限公司";"4-8千/月";"3"
1058;"销售经理-西安";"北京神州新桥科技有限公司";"15-20万/年";"1"
1059;"数据工程师（LT13whx）";"北京东方国信科技股份有限公司";"6-8千/月";"2"
1060;"JAVA开发工程师（LT13whx）";"北京东方国信科技股份有限公司";"0.6-1.2万/月";"2"
1061;"java技术经理";"陕西纳吉特数据科技有限公司";"1-1.5万/月";"若干"
1062;"数据库工程师";"陕西纳吉特数据科技有限公司";"0.8-1万/月";"若干"
1063;"维护工程师";"西安华众电子科技股份有限公司";"5-8千/月";"10"
1064;"Java云存储开发";"北京优炫软件股份有限公司";"0.8-1万/月";"3"
1065;"运维工程师-实习生";"中国软件与技术服务股份有限公司";"1.5-3千/月";"3"
1066;"渭南市客服经理";"陕西超信信息科技有限公司";"2-3千/月";"1"
1067;"客服经理";"陕西超信信息科技有限公司";"2.5-3千/月";"2"
1068;"客服经理";"陕西超信信息科技有限公司";"2.5-3千/月";"2"
1069;"ERP实施顾问(实习生)";"用友网络科技股份有限公司陕西分公司";"1.5-2千/月";"若干"
1070;"数据库管理员(DBA)";"深圳优克云联科技有限公司";"1.5-2千/月";"若干"
