,jobs,firms,salary,nums0
,日语网络工程师（会日语，网络零基础也可以）,创译科技（大连）有限公司,1.3-3万/月,50
,日语网络工程师（会日语，网络零基础也可以）,创译科技（大连）有限公司,1.3-3万/月,50
,日语网络工程师（会日语，网络零基础也可以）,创译科技（大连）有限公司,1.3-3万/月,50
,日语网络工程师（会日语，网络零基础也可以）,创译科技（大连）有限公司,1.3-3万/月,50
,日语网络工程师（会日语，网络零基础也可以）,创译科技（大连）有限公司,1.3-3万/月,50
,赴日/日本酒店/免税店/翻译/总务,杭州东忠科技股份有限公司,1-1.5万/月,50
,赴日软件工程师,沈阳信商科技有限公司,1.1-5.5万/月,50
,赴日软件工程师,沈阳信商科技有限公司,1.1-5.5万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,日语翻译日本就职工作签证,大连日协教育信息咨询有限公司,0.8-1万/月,50
,JAVA工程师-春招(001306)(职位编号：ThunderSoft001306),中科创达新产品事业部,0.6-1.2万/月,50
,储备店长,泉盛餐饮（上海）有限公司,4-5千/月,40
,储备店长（广州）,泉盛餐饮（上海）有限公司,4.1-5千/月,40
,水产养殖,杭州千岛湖鲟龙科技股份有限公司,2-3千/月,40
,2019年软件实习生,富士软件科技（山东）有限公司,1.5-4.5千/月,40
,2019年软件实习生,富士软件科技（山东）有限公司,1.5-4.5千/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,赴日本介护研修项目,辽宁欧美亚经济技术合作有限公司,0.8-1万/月,40
,2018届软件工程师-非培训机构,讯和创新科技（北京）有限公司,4-6千/月,35
,对日软件开发高级工程师（PG）,共兴达信息技术（沈阳）有限公司,6-8千/月,30
,日本留学两年0学费0住宿费,沈阳翔泰教育信息咨询有限公司,6-8千/月,30
,日语翻译,杭州优灿科技有限公司,3-6千/月,30
,程序员,青岛宏智软件有限公司,3.5-5.5千/月,30
,软件工程师,青岛宏智软件有限公司,3.5-5.5千/月,30
,软件开发实习生（济南）,大宇宙信息创造（中国）有限公司,3-4.5千/月,30
,软件开发工程师_2019届毕业生,讯和创新科技（北京）有限公司,2-4千/月,30
,软件工程师（实习+转正）,讯和创新科技（北京）有限公司,2-4千/月,30
,软件开发 高级软件开发,延边吉和商事贸易有限公司,18.6-43.4万/年,30
,软件开发 高级软件开发,延边吉和商事贸易有限公司,18.6-43.4万/年,30
,高薪诚聘免税店销售,大连新翔教育咨询有限公司,1.5-2千/月,30
,金牌免税店导购,大连新翔教育咨询有限公司,1.5-2千/月,30
,免税店销售导购兼翻译,大连新翔教育咨询有限公司,1.5-2千/月,30
,对日JAVA开发（八六三上海专场招聘）,河南八六三软件股份有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,护士/护理人员,天坤国际控股集团股份有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,赴日本就职工作签证日语翻译,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,日本工作签证bpo系统运维管理,大连日协教育信息咨询有限公司,1-1.5万/月,30
,介护福祉士,天坤国际控股集团股份有限公司,1-1.5万/月,30
,Linux C工程师-春招(001305)(职位编号：ThunderSoft001305),中科创达新产品事业部,0.8-1万/月,30
,日企服务岗位实习(职位编号：010),西安艾德凯森教育信息咨询服务有限公司,0.8-1万/月,30
